id,country,macroarea,area,sex,agegroup,educ,hhsize_grp,foreign_born,cnt_weekday,cnt_count_30,cnt_count_gc_30,cnt_count_w_30,worn_face_mask,threat_community_q,threat_personal_q,d.weight
13156,DE,Süddeutschland,Bayern,Female,45-49,GraduateOrMore,2pp.,1,Samstag,5,2,0,1,H,H,1.0012744065179182
12502,DE,Süddeutschland,Bayern,Female,45-49,Secondary,3pp.+,0,Samstag,2,0,0,0,H,H,0.8553846757926258
14299,DE,Süddeutschland,Bayern,Female,45-49,GraduateOrMore,3pp.+,1,Samstag,2,0,0,0,H,H,1.0012744065179182
6895,DE,Süddeutschland,Bayern,Female,45-49,Secondary,3pp.+,1,Donnerstag,2,0,0,0,H,H,1.0012744065179182
10066,DE,Süddeutschland,Bayern,Female,45-49,Secondary,3pp.+,0,Freitag,3,0,0,NA,H,H,0.8553846757926258
10900,DE,Süddeutschland,Bayern,Female,45-49,Secondary,2pp.,0,Freitag,5,0,4,0,H,H,0.8553846757926258
13808,DE,Süddeutschland,Bayern,Female,45-49,GraduateOrMore,2pp.,0,Samstag,1,0,0,0,L,H,0.8553846757926258
8344,DE,Süddeutschland,Bayern,Female,45-49,NoResponse,2pp.,0,Donnerstag,2,1,0,0,H,L,0.8553846757926258
13849,DE,Süddeutschland,Bayern,Female,50-54,Secondary,2pp.,1,Samstag,4,3,0,0,H,L,0.8553846757926258
10559,DE,Süddeutschland,Bayern,Female,50-54,Secondary,2pp.,0,Freitag,2,1,0,0,H,H,0.8553846757926258
11330,DE,Süddeutschland,Bayern,Female,50-54,Secondary,2pp.,0,Freitag,20,4,15,0,H,H,0.8553846757926258
7573,DE,Süddeutschland,Bayern,Female,50-54,Secondary,2pp.,0,Donnerstag,3,2,0,0,H,H,0.8553846757926258
13573,DE,Süddeutschland,Bayern,Female,50-54,Secondary,1p.,0,Samstag,0,0,0,0,H,H,0.8553846757926258
13722,DE,Süddeutschland,Bayern,Female,50-54,Secondary,2pp.,0,Samstag,2,1,0,0,H,H,0.8553846757926258
8325,DE,Süddeutschland,Bayern,Female,50-54,GraduateOrMore,3pp.+,0,Donnerstag,0,0,0,0,H,L,0.8553846757926258
13571,DE,Süddeutschland,Bayern,Female,50-54,GraduateOrMore,2pp.,0,Samstag,2,1,0,1,H,H,0.8553846757926258
14949,DE,Süddeutschland,Bayern,Female,50-54,Secondary,3pp.+,1,Samstag,16,0,15,0,H,L,0.8553846757926258
8373,DE,Süddeutschland,Bayern,Female,50-54,GraduateOrMore,2pp.,0,Donnerstag,2,1,0,0,H,H,0.8553846757926258
8188,DE,Süddeutschland,Bayern,Female,55-59,GraduateOrMore,2pp.,0,Donnerstag,1,0,0,1,H,H,0.8553846757926258
13442,DE,Süddeutschland,Bayern,Female,55-59,Secondary,2pp.,0,Samstag,21,0,20,1,H,H,0.8553846757926258
14073,DE,Süddeutschland,Bayern,Female,55-59,Secondary,2pp.,0,Samstag,0,0,0,0,L,H,0.8553846757926258
13761,DE,Süddeutschland,Bayern,Female,55-59,PrimaryOrLess,1p.,0,Samstag,0,0,0,0,H,H,0.8553846757926258
11555,DE,Süddeutschland,Bayern,Female,55-59,Secondary,2pp.,0,Freitag,7,0,6,0,H,H,0.8553846757926258
7643,DE,Süddeutschland,Bayern,Female,55-59,Secondary,2pp.,0,Donnerstag,4,0,3,0,H,H,0.8553846757926258
11717,DE,Süddeutschland,Bayern,Female,55-59,Secondary,2pp.,0,Freitag,1,0,0,1,H,H,0.8553846757926258
6689,DE,Süddeutschland,Bayern,Female,55-59,Secondary,1p.,0,Donnerstag,3,3,0,0,H,H,0.8553846757926258
14393,DE,Süddeutschland,Bayern,Female,55-59,Secondary,1p.,0,Samstag,0,0,0,0,H,H,0.8553846757926258
11288,DE,Süddeutschland,Bayern,Female,55-59,GraduateOrMore,2pp.,0,Freitag,20,3,16,0,H,H,0.8553846757926258
14850,DE,Süddeutschland,Bayern,Female,55-59,GraduateOrMore,2pp.,1,Samstag,1,0,0,1,H,H,0.8553846757926258
6821,DE,Süddeutschland,Bayern,Female,55-59,Secondary,2pp.,0,Donnerstag,4,2,0,0,H,H,0.8553846757926258
13418,DE,Süddeutschland,Bayern,Female,55-59,Secondary,2pp.,0,Samstag,3,1,1,0,L,L,0.8553846757926258
13813,DE,Süddeutschland,Bayern,Female,55-59,GraduateOrMore,1p.,0,Samstag,0,0,0,1,H,H,0.8553846757926258
7688,DE,Süddeutschland,Bayern,Female,60-64,Secondary,2pp.,0,Donnerstag,21,5,15,0,L,H,0.8553846757926258
14764,DE,Süddeutschland,Bayern,Female,60-64,GraduateOrMore,2pp.,0,Samstag,1,0,0,0,H,H,0.8553846757926258
11210,DE,Süddeutschland,Bayern,Female,60-64,Secondary,2pp.,0,Freitag,4,3,0,0,L,L,0.8553846757926258
8158,DE,Süddeutschland,Bayern,Female,60-64,Secondary,1p.,0,Donnerstag,0,0,0,0,H,H,0.8553846757926258
6666,DE,Süddeutschland,Bayern,Female,60-64,NoResponse,2pp.,0,Donnerstag,NA,0,NA,0,L,L,0.8553846757926258
11453,DE,Süddeutschland,Bayern,Female,60-64,NoResponse,2pp.,0,Freitag,7,0,6,1,H,H,0.8553846757926258
11997,DE,Süddeutschland,Bayern,Female,60-64,Secondary,2pp.,0,Freitag,2,0,0,0,H,L,0.8553846757926258
13045,DE,Süddeutschland,Bayern,Female,60-64,Secondary,2pp.,0,Samstag,2,0,0,0,H,H,0.8553846757926258
12277,DE,Süddeutschland,Bayern,Female,60-64,Secondary,2pp.,0,Samstag,NA,20,NA,0,H,H,0.8553846757926258
12487,DE,Süddeutschland,Bayern,Female,65-69,Secondary,1p.,1,Samstag,0,0,0,0,H,H,1.8097676849426283
12583,DE,Süddeutschland,Bayern,Female,65-69,GraduateOrMore,2pp.,0,Samstag,7,6,0,0,H,L,1.8097676849426283
11832,DE,Süddeutschland,Bayern,Female,65-69,GraduateOrMore,2pp.,0,Freitag,2,0,0,0,L,L,1.8097676849426283
7067,DE,Süddeutschland,Bayern,Female,65-69,NoResponse,2pp.,0,Donnerstag,3,2,0,0,H,H,0.8553846757926258
14538,DE,Süddeutschland,Bayern,Female,65-69,Secondary,2pp.,0,Samstag,2,1,0,1,H,H,0.8553846757926258
10525,DE,Süddeutschland,Bayern,Female,65-69,GraduateOrMore,2pp.,1,Freitag,15,3,10,1,H,H,1.8097676849426283
11770,DE,Süddeutschland,Bayern,Female,65-69,GraduateOrMore,1p.,0,Freitag,2,0,2,0,H,H,1.8097676849426283
13959,DE,Süddeutschland,Bayern,Female,65-69,Secondary,2pp.,0,Samstag,4,3,0,0,H,L,1.8097676849426283
11450,DE,Süddeutschland,Bayern,Female,65-69,Secondary,2pp.,0,Freitag,1,0,0,0,H,H,1.8097676849426283
12042,DE,Süddeutschland,Bayern,Female,65-69,Secondary,1p.,0,Freitag,6,2,0,0,H,L,1.8097676849426283
11524,DE,Süddeutschland,Bayern,Female,65-69,Secondary,2pp.,0,Freitag,4,3,0,0,H,H,0.8553846757926258
6948,DE,Süddeutschland,Bayern,Female,65-69,Secondary,NA,0,Donnerstag,2,1,0,NA,H,H,0.8553846757926258
13977,DE,Süddeutschland,Bayern,Female,65-69,Secondary,2pp.,0,Samstag,3,2,0,0,H,H,1.8097676849426283
10265,DE,Süddeutschland,Bayern,Female,70-74,Secondary,2pp.,0,Freitag,0,0,0,1,H,H,1.8097676849426283
10142,DE,Süddeutschland,Bayern,Female,70-74,Secondary,2pp.,0,Freitag,2,1,0,0,H,H,1.8097676849426283
6791,DE,Süddeutschland,Bayern,Female,70-74,Secondary,2pp.,0,Donnerstag,1,0,0,0,H,H,1.8097676849426283
11969,DE,Süddeutschland,Bayern,Female,70-74,Secondary,2pp.,1,Freitag,5,4,0,0,H,H,1.8097676849426283
13753,DE,Süddeutschland,Bayern,Female,70-74,GraduateOrMore,2pp.,0,Samstag,NA,1,0,0,L,L,1.8097676849426283
9276,DE,Süddeutschland,Bayern,Female,70-74,PrimaryOrLess,2pp.,0,Freitag,2,1,0,0,H,H,1.8097676849426283
9260,DE,Süddeutschland,Bayern,Female,70-74,Secondary,3pp.+,0,Freitag,3,0,1,0,L,L,1.8097676849426283
15054,DE,Süddeutschland,Bayern,Female,70-74,Secondary,2pp.,0,Samstag,1,0,0,0,H,L,1.8097676849426283
11768,DE,Süddeutschland,Bayern,Female,70-74,GraduateOrMore,2pp.,0,Freitag,6,2,0,0,L,L,1.8097676849426283
10496,DE,Süddeutschland,Bayern,Female,75+,Secondary,1p.,0,Freitag,1,1,0,0,H,H,1.8097676849426283
7563,DE,Süddeutschland,Bayern,Male,18-24,GraduateOrMore,3pp.+,0,Donnerstag,NA,0,NA,0,H,L,1.9076789114164479
6503,DE,Süddeutschland,Bayern,Male,18-24,Secondary,2pp.,0,Donnerstag,13,0,12,0,H,L,1.9076789114164479
11601,DE,Süddeutschland,Bayern,Male,18-24,Secondary,2pp.,0,Freitag,2,0,0,0,H,L,1.9076789114164479
12275,DE,Süddeutschland,Bayern,Male,18-24,GraduateOrMore,3pp.+,0,Samstag,3,0,0,0,H,L,1.9076789114164479
12551,DE,Süddeutschland,Bayern,Male,25-29,Secondary,1p.,0,Samstag,6,0,5,0,H,H,1.9076789114164479
15147,DE,Süddeutschland,Bayern,Male,25-29,Secondary,3pp.+,0,Samstag,3,0,1,1,H,H,1.9076789114164479
6650,DE,Süddeutschland,Bayern,Male,25-29,Secondary,3pp.+,0,Donnerstag,23,2,18,0,H,H,1.9076789114164479
11469,DE,Süddeutschland,Bayern,Male,25-29,Secondary,3pp.+,0,Freitag,3,0,0,0,L,L,1.9076789114164479
8891,DE,Süddeutschland,Bayern,Male,30-34,GraduateOrMore,1p.,0,Donnerstag,1,0,0,0,H,H,1.3024336745778624
10324,DE,Süddeutschland,Bayern,Male,30-34,GraduateOrMore,2pp.,1,Freitag,1,0,0,0,H,H,1.3024336745778624
10383,DE,Süddeutschland,Bayern,Male,30-34,GraduateOrMore,3pp.+,0,Freitag,19,0,16,0,H,L,1.3024336745778624
13015,DE,Süddeutschland,Bayern,Male,30-34,Secondary,3pp.+,0,Samstag,9,3,0,0,H,L,1.3024336745778624
13689,DE,Süddeutschland,Bayern,Male,35-39,GraduateOrMore,2pp.,0,Samstag,5,0,4,1,H,H,1.3024336745778624
12810,DE,Süddeutschland,Bayern,Male,35-39,Secondary,1p.,0,Samstag,0,0,0,0,H,NA,1.3024336745778624
14717,DE,Süddeutschland,Bayern,Male,35-39,Secondary,2pp.,0,Samstag,1,0,0,0,H,H,1.3024336745778624
12479,DE,Süddeutschland,Bayern,Male,35-39,GraduateOrMore,1p.,1,Samstag,0,0,0,0,H,H,1.3024336745778624
15207,DE,Süddeutschland,Bayern,Male,35-39,GraduateOrMore,3pp.+,0,Samstag,2,0,0,0,L,L,1.3024336745778624
8917,DE,Süddeutschland,Bayern,Male,35-39,Secondary,3pp.+,0,Donnerstag,3,0,0,0,L,L,1.3024336745778624
13241,DE,Süddeutschland,Bayern,Male,35-39,GraduateOrMore,2pp.,0,Samstag,2,0,0,0,H,L,1.3024336745778624
15011,DE,Süddeutschland,Bayern,Male,40-44,GraduateOrMore,3pp.+,1,Samstag,3,0,0,0,H,L,1.3024336745778624
9435,DE,Süddeutschland,Bayern,Male,40-44,Secondary,3pp.+,0,Freitag,3,0,0,0,L,L,1.3024336745778624
8279,DE,Süddeutschland,Bayern,Male,40-44,Secondary,1p.,0,Donnerstag,0,0,0,0,L,L,1.3024336745778624
13070,DE,Süddeutschland,Bayern,Male,40-44,Secondary,3pp.+,0,Samstag,9,3,5,1,H,H,1.3024336745778624
9084,DE,Süddeutschland,Bayern,Male,40-44,Secondary,2pp.,0,Freitag,3,0,2,0,H,L,1.3024336745778624
11287,DE,Süddeutschland,Bayern,Male,40-44,GraduateOrMore,3pp.+,0,Freitag,4,1,0,0,H,H,1.3024336745778624
10672,DE,Süddeutschland,Bayern,Male,40-44,GraduateOrMore,3pp.+,0,Freitag,2,0,0,1,H,L,1.3024336745778624
14545,DE,Süddeutschland,Bayern,Male,40-44,Secondary,3pp.+,0,Samstag,11,8,0,1,H,L,1.3024336745778624
11727,DE,Süddeutschland,Bayern,Male,40-44,GraduateOrMore,3pp.+,1,Freitag,13,0,10,0,H,H,1.3024336745778624
8142,DE,Süddeutschland,Bayern,Male,40-44,GraduateOrMore,2pp.,0,Donnerstag,1,0,0,0,H,H,1.3024336745778624
11594,DE,Süddeutschland,Bayern,Male,40-44,Secondary,3pp.+,0,Freitag,6,3,2,0,H,H,1.3024336745778624
15106,DE,Süddeutschland,Bayern,Male,40-44,GraduateOrMore,3pp.+,0,Samstag,3,0,0,0,H,L,1.3024336745778624
9035,DE,Süddeutschland,Bayern,Male,40-44,Secondary,3pp.+,0,Freitag,NA,2,NA,0,H,H,1.3024336745778624
8770,DE,Süddeutschland,Bayern,Male,45-49,Secondary,3pp.+,0,Donnerstag,5,2,0,0,H,H,1.3024336745778624
8460,DE,Süddeutschland,Bayern,Male,45-49,GraduateOrMore,1p.,0,Donnerstag,7,3,0,1,H,L,1.3024336745778624
8284,DE,Süddeutschland,Bayern,Male,45-49,GraduateOrMore,3pp.+,1,Donnerstag,3,0,0,0,H,H,1.3326214813831476
7125,DE,Süddeutschland,Bayern,Male,45-49,Secondary,3pp.+,1,Donnerstag,8,0,8,0,L,L,1.3024336745778624
13124,DE,Süddeutschland,Bayern,Male,45-49,Secondary,3pp.+,1,Samstag,8,6,0,1,H,H,1.3024336745778624
14314,DE,Süddeutschland,Bayern,Male,45-49,GraduateOrMore,1p.,1,Samstag,0,0,0,0,H,H,1.3326214813831476
11711,DE,Süddeutschland,Bayern,Male,45-49,GraduateOrMore,1p.,0,Freitag,9,4,5,0,H,H,1.3024336745778624
11823,DE,Süddeutschland,Bayern,Male,45-49,GraduateOrMore,1p.,0,Freitag,0,0,0,0,L,H,1.3024336745778624
6209,DE,Süddeutschland,Bayern,Male,50-54,Secondary,1p.,0,Donnerstag,10,0,10,0,H,L,1.3326214813831476
10658,DE,Süddeutschland,Bayern,Male,50-54,GraduateOrMore,3pp.+,0,Freitag,5,1,0,0,L,L,1.3326214813831476
13511,DE,Süddeutschland,Bayern,Male,50-54,NoResponse,2pp.,0,Samstag,9,5,0,0,L,L,1.3326214813831476
14196,DE,Süddeutschland,Bayern,Male,50-54,GraduateOrMore,3pp.+,1,Samstag,19,2,14,1,H,H,1.3326214813831476
6278,DE,Süddeutschland,Bayern,Male,50-54,GraduateOrMore,2pp.,1,Donnerstag,8,0,7,0,H,H,1.3326214813831476
7652,DE,Süddeutschland,Bayern,Male,50-54,Secondary,1p.,0,Donnerstag,0,0,0,0,L,NA,1.3326214813831476
12223,DE,Süddeutschland,Bayern,Male,50-54,Secondary,NA,0,Samstag,6,0,5,0,H,H,1.3326214813831476
14155,DE,Süddeutschland,Bayern,Male,50-54,GraduateOrMore,3pp.+,0,Samstag,13,10,0,0,H,H,1.3326214813831476
11227,DE,Süddeutschland,Bayern,Male,55-59,Secondary,1p.,0,Freitag,0,0,0,0,H,H,1.3326214813831476
12226,DE,Süddeutschland,Bayern,Male,55-59,Secondary,3pp.+,0,Samstag,7,3,0,0,H,L,1.3326214813831476
13225,DE,Süddeutschland,Bayern,Male,55-59,GraduateOrMore,2pp.,0,Samstag,1,0,0,0,H,H,1.3326214813831476
15119,DE,Süddeutschland,Bayern,Male,55-59,GraduateOrMore,3pp.+,0,Samstag,5,0,0,0,H,H,1.3326214813831476
13347,DE,Süddeutschland,Bayern,Male,55-59,Secondary,2pp.,0,Samstag,3,2,0,0,H,H,1.3326214813831476
14045,DE,Süddeutschland,Bayern,Male,55-59,Secondary,3pp.+,0,Samstag,9,7,0,0,H,H,1.3326214813831476
13611,DE,Süddeutschland,Bayern,Male,60-64,GraduateOrMore,2pp.,0,Samstag,4,2,0,1,NA,H,1.3326214813831476
14712,DE,Süddeutschland,Bayern,Male,60-64,Secondary,2pp.,0,Samstag,2,0,0,1,H,L,1.3326214813831476
7372,DE,Süddeutschland,Bayern,Male,60-64,Secondary,2pp.,0,Donnerstag,1,0,0,0,H,H,1.3326214813831476
10562,DE,Süddeutschland,Bayern,Male,60-64,Secondary,2pp.,0,Freitag,8,4,3,0,H,H,1.3326214813831476
14920,DE,Süddeutschland,Bayern,Male,60-64,Secondary,2pp.,0,Samstag,17,5,10,0,H,H,1.3326214813831476
10169,DE,Süddeutschland,Bayern,Male,60-64,GraduateOrMore,3pp.+,0,Freitag,2,0,0,0,H,L,1.3326214813831476
13005,DE,Süddeutschland,Bayern,Male,65-69,GraduateOrMore,3pp.+,0,Samstag,5,2,0,0,H,H,1.3326214813831476
6940,DE,Süddeutschland,Bayern,Male,65-69,GraduateOrMore,2pp.,1,Donnerstag,2,0,0,1,H,H,1.3326214813831476
10701,DE,Süddeutschland,Bayern,Male,65-69,Secondary,2pp.,0,Freitag,2,0,0,0,H,H,1.3326214813831476
10075,DE,Süddeutschland,Bayern,Male,65-69,Secondary,1p.,0,Freitag,0,0,0,NA,L,L,1.4815634348098186
9089,DE,Süddeutschland,Bayern,Male,65-69,Secondary,2pp.,0,Freitag,2,1,0,0,H,H,1.4815634348098186
14091,DE,Süddeutschland,Bayern,Male,70-74,GraduateOrMore,2pp.,0,Samstag,2,0,0,1,H,H,1.4815634348098186
8330,DE,Süddeutschland,Bayern,Male,70-74,GraduateOrMore,2pp.,0,Donnerstag,NA,2,NA,0,H,L,1.4815634348098186
10711,DE,Süddeutschland,Bayern,Male,70-74,GraduateOrMore,2pp.,0,Freitag,1,0,0,0,L,L,1.4815634348098186
7424,DE,Süddeutschland,Bayern,Male,70-74,Secondary,1p.,0,Donnerstag,2,1,0,0,H,L,1.4815634348098186
11566,DE,Süddeutschland,Bayern,Male,70-74,GraduateOrMore,2pp.,0,Freitag,2,1,0,0,H,H,1.4815634348098186
11259,DE,Süddeutschland,Bayern,Male,70-74,PrimaryOrLess,1p.,0,Freitag,2,1,0,0,H,H,1.4815634348098186
8197,DE,Süddeutschland,Bayern,Male,70-74,GraduateOrMore,2pp.,0,Donnerstag,1,0,0,0,H,H,1.4815634348098186
8282,DE,Süddeutschland,Bayern,Male,70-74,GraduateOrMore,2pp.,0,Donnerstag,1,0,0,0,L,L,1.4815634348098186
6564,DE,Süddeutschland,Bayern,Male,70-74,Secondary,2pp.,1,Donnerstag,4,2,0,0,H,H,1.4815634348098186
6135,DE,Süddeutschland,Bayern,Male,70-74,NoResponse,2pp.,0,Donnerstag,1,0,0,0,H,H,1.4815634348098186
6348,DE,Süddeutschland,Bayern,Male,75+,Secondary,2pp.,0,Donnerstag,6,5,0,0,H,L,1.4815634348098186
6927,DE,Süddeutschland,Bayern,Male,75+,Secondary,1p.,0,Donnerstag,0,0,0,0,H,H,1.4815634348098186
5904,DE,Süddeutschland,Bayern,Male,75+,PrimaryOrLess,3pp.+,0,Donnerstag,7,3,0,0,H,H,1.4815634348098186
13559,DE,Ostdeutschland,Berlin,Female,18-24,Secondary,1p.,0,Samstag,1,1,0,1,H,H,0.35905611070392546
12779,DE,Ostdeutschland,Berlin,Female,18-24,Secondary,2pp.,1,Samstag,1,0,0,0,NA,L,0.35905611070392546
13169,DE,Ostdeutschland,Berlin,Female,18-24,Secondary,3pp.+,0,Samstag,7,4,0,0,H,L,0.35905611070392546
11503,DE,Ostdeutschland,Berlin,Female,18-24,Secondary,3pp.+,0,Freitag,2,0,0,0,H,L,0.35905611070392546
11909,DE,Ostdeutschland,Berlin,Female,25-29,GraduateOrMore,2pp.,0,Freitag,NA,1,NA,0,H,H,0.35905611070392546
13828,DE,Ostdeutschland,Berlin,Female,25-29,Secondary,1p.,0,Samstag,4,2,0,0,H,H,0.35905611070392546
14739,DE,Ostdeutschland,Berlin,Female,25-29,Secondary,3pp.+,0,Samstag,5,1,0,0,H,L,0.35905611070392546
13238,DE,Ostdeutschland,Berlin,Female,25-29,Secondary,3pp.+,0,Samstag,1,0,0,0,H,H,0.35905611070392546
10619,DE,Ostdeutschland,Berlin,Female,25-29,Secondary,3pp.+,0,Freitag,10,10,0,0,H,H,0.35905611070392546
8747,DE,Ostdeutschland,Berlin,Female,25-29,GraduateOrMore,2pp.,0,Donnerstag,2,1,0,0,H,L,0.35905611070392546
7062,DE,Ostdeutschland,Berlin,Female,30-34,GraduateOrMore,3pp.+,1,Donnerstag,0,0,0,1,H,H,0.7626523129146651
10867,DE,Ostdeutschland,Berlin,Female,30-34,GraduateOrMore,2pp.,0,Freitag,4,3,0,0,H,H,0.7626523129146651
7124,DE,Ostdeutschland,Berlin,Female,35-39,Secondary,2pp.,0,Donnerstag,4,3,0,0,H,L,0.7626523129146651
13122,DE,Ostdeutschland,Berlin,Female,40-44,GraduateOrMore,1p.,0,Samstag,0,0,0,0,L,L,0.7626523129146651
15136,DE,Ostdeutschland,Berlin,Female,40-44,GraduateOrMore,1p.,0,Samstag,5,2,2,0,H,L,0.7626523129146651
12070,DE,Ostdeutschland,Berlin,Female,45-49,Secondary,2pp.,0,Freitag,1,0,0,0,H,NA,0.7626523129146651
10094,DE,Ostdeutschland,Berlin,Female,45-49,Secondary,2pp.,1,Freitag,1,0,0,0,H,H,0.40010692836050793
6888,DE,Ostdeutschland,Berlin,Female,45-49,Secondary,3pp.+,0,Donnerstag,8,4,0,1,H,H,0.7626523129146651
12616,DE,Ostdeutschland,Berlin,Female,50-54,Secondary,NA,0,Samstag,4,2,0,0,H,L,0.40010692836050793
11502,DE,Ostdeutschland,Berlin,Female,50-54,GraduateOrMore,2pp.,0,Freitag,1,0,0,0,H,H,0.40010692836050793
11632,DE,Ostdeutschland,Berlin,Female,50-54,GraduateOrMore,3pp.+,0,Freitag,2,0,0,0,H,H,0.40010692836050793
8426,DE,Ostdeutschland,Berlin,Female,50-54,GraduateOrMore,2pp.,1,Donnerstag,8,1,3,1,H,H,0.40010692836050793
11146,DE,Ostdeutschland,Berlin,Female,50-54,GraduateOrMore,2pp.,0,Freitag,2,1,0,0,H,L,0.40010692836050793
10600,DE,Ostdeutschland,Berlin,Female,50-54,Secondary,2pp.,0,Freitag,5,0,4,0,H,H,0.40010692836050793
10081,DE,Ostdeutschland,Berlin,Female,55-59,Secondary,1p.,0,Freitag,1,1,0,0,H,L,0.40010692836050793
6151,DE,Ostdeutschland,Berlin,Female,55-59,PrimaryOrLess,2pp.,0,Donnerstag,15,10,4,0,H,H,0.40010692836050793
11824,DE,Ostdeutschland,Berlin,Female,55-59,Secondary,2pp.,0,Freitag,2,1,0,0,H,H,0.40010692836050793
10482,DE,Ostdeutschland,Berlin,Female,55-59,GraduateOrMore,2pp.,0,Freitag,11,10,0,0,H,L,0.40010692836050793
9207,DE,Ostdeutschland,Berlin,Female,55-59,GraduateOrMore,3pp.+,0,Freitag,12,10,0,0,H,H,0.40010692836050793
10414,DE,Ostdeutschland,Berlin,Female,55-59,Secondary,3pp.+,0,Freitag,2,0,0,0,H,H,0.40010692836050793
7095,DE,Ostdeutschland,Berlin,Female,55-59,NoResponse,2pp.,0,Donnerstag,1,0,0,1,H,H,0.40010692836050793
6169,DE,Ostdeutschland,Berlin,Female,55-59,Secondary,3pp.+,0,Donnerstag,NA,NA,10,1,H,H,0.40010692836050793
11640,DE,Ostdeutschland,Berlin,Female,55-59,Secondary,2pp.,0,Freitag,3,0,2,0,H,L,0.40010692836050793
9167,DE,Ostdeutschland,Berlin,Female,60-64,GraduateOrMore,2pp.,1,Freitag,1,0,0,1,H,H,0.40010692836050793
12825,DE,Ostdeutschland,Berlin,Female,60-64,Secondary,2pp.,0,Samstag,1,0,0,0,H,H,0.40010692836050793
11682,DE,Ostdeutschland,Berlin,Female,60-64,Secondary,2pp.,0,Freitag,2,1,0,0,H,H,0.40010692836050793
9178,DE,Ostdeutschland,Berlin,Female,60-64,Secondary,2pp.,0,Freitag,NA,3,NA,1,H,H,0.40010692836050793
10093,DE,Ostdeutschland,Berlin,Female,60-64,Secondary,2pp.,0,Freitag,1,0,0,0,H,H,0.40010692836050793
11707,DE,Ostdeutschland,Berlin,Female,60-64,Secondary,2pp.,0,Freitag,3,1,0,0,H,H,0.40010692836050793
10875,DE,Ostdeutschland,Berlin,Female,60-64,GraduateOrMore,2pp.,1,Freitag,12,10,0,1,L,H,0.40010692836050793
11564,DE,Ostdeutschland,Berlin,Female,65-69,GraduateOrMore,1p.,0,Freitag,2,2,0,0,H,H,1.0701248409312027
12477,DE,Ostdeutschland,Berlin,Female,65-69,PrimaryOrLess,1p.,0,Samstag,0,0,0,0,H,H,1.0701248409312027
12558,DE,Ostdeutschland,Berlin,Female,65-69,Secondary,1p.,0,Samstag,1,0,0,0,H,H,1.0701248409312027
11635,DE,Ostdeutschland,Berlin,Female,65-69,GraduateOrMore,1p.,0,Freitag,0,0,0,0,H,H,1.0701248409312027
10752,DE,Ostdeutschland,Berlin,Female,65-69,Secondary,2pp.,0,Freitag,2,0,0,0,H,H,1.0701248409312027
12313,DE,Ostdeutschland,Berlin,Female,65-69,GraduateOrMore,2pp.,0,Samstag,3,2,0,0,H,H,0.40010692836050793
11908,DE,Ostdeutschland,Berlin,Female,70-74,GraduateOrMore,1p.,1,Freitag,1,0,0,0,H,H,1.0701248409312027
11332,DE,Ostdeutschland,Berlin,Female,70-74,Secondary,1p.,0,Freitag,2,0,0,0,H,H,1.0701248409312027
11192,DE,Ostdeutschland,Berlin,Female,70-74,Secondary,1p.,0,Freitag,7,7,0,0,H,H,1.0701248409312027
12159,DE,Ostdeutschland,Berlin,Female,70-74,Secondary,1p.,0,Samstag,4,1,0,0,H,H,1.0701248409312027
10463,DE,Ostdeutschland,Berlin,Female,70-74,Secondary,1p.,0,Freitag,4,0,0,0,L,L,1.0701248409312027
10548,DE,Ostdeutschland,Berlin,Female,75+,GraduateOrMore,1p.,1,Freitag,2,1,0,0,H,H,1.0701248409312027
11577,DE,Ostdeutschland,Berlin,Female,75+,Secondary,2pp.,0,Freitag,4,2,0,0,H,L,1.0701248409312027
11237,DE,Ostdeutschland,Berlin,Female,75+,NoResponse,1p.,0,Freitag,4,4,0,1,H,H,1.0701248409312027
15088,DE,Ostdeutschland,Berlin,Male,25-29,GraduateOrMore,2pp.,0,Samstag,16,0,15,0,L,L,0.8644898755042997
7180,DE,Ostdeutschland,Berlin,Male,25-29,GraduateOrMore,2pp.,0,Donnerstag,9,0,8,0,H,L,0.7127003589289698
14865,DE,Ostdeutschland,Berlin,Male,35-39,GraduateOrMore,1p.,0,Samstag,0,0,0,0,H,H,0.7127003589289698
13574,DE,Ostdeutschland,Berlin,Male,35-39,Secondary,3pp.+,0,Samstag,2,0,0,0,H,H,0.7127003589289698
12384,DE,Ostdeutschland,Berlin,Male,35-39,GraduateOrMore,2pp.,0,Samstag,NA,1,NA,0,L,L,0.7127003589289698
6522,DE,Ostdeutschland,Berlin,Male,35-39,GraduateOrMore,2pp.,0,Donnerstag,2,1,0,0,H,H,0.7127003589289698
12415,DE,Ostdeutschland,Berlin,Male,35-39,Secondary,1p.,0,Samstag,14,7,7,0,H,H,0.7127003589289698
12389,DE,Ostdeutschland,Berlin,Male,35-39,GraduateOrMore,3pp.+,0,Samstag,2,0,0,0,H,H,0.7127003589289698
14039,DE,Ostdeutschland,Berlin,Male,35-39,Secondary,1p.,0,Samstag,15,10,4,0,H,L,0.7127003589289698
13172,DE,Ostdeutschland,Berlin,Male,40-44,Secondary,3pp.+,0,Samstag,27,0,25,0,H,H,0.7127003589289698
7337,DE,Ostdeutschland,Berlin,Male,40-44,Secondary,3pp.+,0,Donnerstag,3,0,0,0,H,L,0.7127003589289698
14316,DE,Ostdeutschland,Berlin,Male,40-44,Secondary,1p.,0,Samstag,1,1,0,0,L,H,0.7127003589289698
