country,area,sex,agegroup,educ,hhsize_grp,pop_count,pop_count_se,pop_prop
DE,Bremen,Female,25-29,2-Secondary,1p.,0,0,0
DE,Bremen,Female,25-29,2-Secondary,2pp.,94702.32836313412,94702.32836313412,0.0013801903040981914
DE,Bremen,Female,25-29,2-Secondary,3pp.+,0,0,0
DE,Bremen,Female,25-29,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,25-29,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,25-29,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Female,30-34,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Female,30-34,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Female,30-34,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Female,30-34,2-Secondary,1p.,0,0,0
DE,Bremen,Female,30-34,2-Secondary,2pp.,0,0,0
DE,Bremen,Female,30-34,2-Secondary,3pp.+,0,0,0
DE,Bremen,Female,30-34,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,30-34,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,30-34,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Female,35-39,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Female,35-39,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Female,35-39,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Female,35-39,2-Secondary,1p.,0,0,0
DE,Bremen,Female,35-39,2-Secondary,2pp.,0,0,0
DE,Bremen,Female,35-39,2-Secondary,3pp.+,0,0,0
DE,Bremen,Female,35-39,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,35-39,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,35-39,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Female,40-44,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Female,40-44,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Female,40-44,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Female,40-44,2-Secondary,1p.,0,0,0
DE,Bremen,Female,40-44,2-Secondary,2pp.,0,0,0
DE,Bremen,Female,40-44,2-Secondary,3pp.+,0,0,0
DE,Bremen,Female,40-44,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,40-44,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,40-44,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Female,45-49,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Female,45-49,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Female,45-49,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Female,45-49,2-Secondary,1p.,0,0,0
DE,Bremen,Female,45-49,2-Secondary,2pp.,0,0,0
DE,Bremen,Female,45-49,2-Secondary,3pp.+,0,0,0
DE,Bremen,Female,45-49,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,45-49,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,45-49,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Female,50-54,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Female,50-54,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Female,50-54,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Female,50-54,2-Secondary,1p.,0,0,0
DE,Bremen,Female,50-54,2-Secondary,2pp.,81893.18604229041,81893.18604229041,0.0011935100572593564
DE,Bremen,Female,50-54,2-Secondary,3pp.+,0,0,0
DE,Bremen,Female,50-54,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,50-54,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,50-54,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Female,55-59,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Female,55-59,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Female,55-59,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Female,55-59,2-Secondary,1p.,0,0,0
DE,Bremen,Female,55-59,2-Secondary,2pp.,0,0,0
DE,Bremen,Female,55-59,2-Secondary,3pp.+,69988.33783202233,69988.33783202233,0.0010200089791383565
DE,Bremen,Female,55-59,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,55-59,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,55-59,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Female,60-64,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Female,60-64,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Female,60-64,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Female,60-64,2-Secondary,1p.,0,0,0
DE,Bremen,Female,60-64,2-Secondary,2pp.,0,0,0
DE,Bremen,Female,60-64,2-Secondary,3pp.+,0,0,0
DE,Bremen,Female,60-64,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,60-64,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,60-64,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Female,65-69,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Female,65-69,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Female,65-69,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Female,65-69,2-Secondary,1p.,0,0,0
DE,Bremen,Female,65-69,2-Secondary,2pp.,69988.33783202233,69988.33783202233,0.0010200089791383565
DE,Bremen,Female,65-69,2-Secondary,3pp.+,0,0,0
DE,Bremen,Female,65-69,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,65-69,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,65-69,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Female,70-74,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Female,70-74,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Female,70-74,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Female,70-74,2-Secondary,1p.,69988.33783202233,69988.33783202233,0.0010200089791383565
DE,Bremen,Female,70-74,2-Secondary,2pp.,0,0,0
DE,Bremen,Female,70-74,2-Secondary,3pp.+,0,0,0
DE,Bremen,Female,70-74,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,70-74,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,70-74,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Female,75+,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Female,75+,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Female,75+,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Female,75+,2-Secondary,1p.,0,0,0
DE,Bremen,Female,75+,2-Secondary,2pp.,0,0,0
DE,Bremen,Female,75+,2-Secondary,3pp.+,0,0,0
DE,Bremen,Female,75+,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Female,75+,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Female,75+,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,18-24,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,18-24,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,18-24,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,18-24,2-Secondary,1p.,0,0,0
DE,Bremen,Male,18-24,2-Secondary,2pp.,0,0,0
DE,Bremen,Male,18-24,2-Secondary,3pp.+,77791.90900906117,77791.90900906117,0.0011337381076830127
DE,Bremen,Male,18-24,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,18-24,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,18-24,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,25-29,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,25-29,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,25-29,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,25-29,2-Secondary,1p.,0,0,0
DE,Bremen,Male,25-29,2-Secondary,2pp.,80698.83710644959,80698.8371064496,0.001176103633896283
DE,Bremen,Male,25-29,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,25-29,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,25-29,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,25-29,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,30-34,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,30-34,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,30-34,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,30-34,2-Secondary,1p.,0,0,0
DE,Bremen,Male,30-34,2-Secondary,2pp.,0,0,0
DE,Bremen,Male,30-34,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,30-34,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,30-34,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,30-34,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,35-39,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,35-39,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,35-39,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,35-39,2-Secondary,1p.,0,0,0
DE,Bremen,Male,35-39,2-Secondary,2pp.,0,0,0
DE,Bremen,Male,35-39,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,35-39,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,35-39,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,35-39,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,40-44,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,40-44,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,40-44,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,40-44,2-Secondary,1p.,0,0,0
DE,Bremen,Male,40-44,2-Secondary,2pp.,0,0,0
DE,Bremen,Male,40-44,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,40-44,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,40-44,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,40-44,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,45-49,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,45-49,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,45-49,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,45-49,2-Secondary,1p.,0,0,0
DE,Bremen,Male,45-49,2-Secondary,2pp.,0,0,0
DE,Bremen,Male,45-49,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,45-49,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,45-49,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,45-49,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,50-54,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,50-54,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,50-54,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,50-54,2-Secondary,1p.,0,0,0
DE,Bremen,Male,50-54,2-Secondary,2pp.,0,0,0
DE,Bremen,Male,50-54,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,50-54,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,50-54,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,50-54,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,55-59,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,55-59,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,55-59,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,55-59,2-Secondary,1p.,0,0,0
DE,Bremen,Male,55-59,2-Secondary,2pp.,0,0,0
DE,Bremen,Male,55-59,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,55-59,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,55-59,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,55-59,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,60-64,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,60-64,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,60-64,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,60-64,2-Secondary,1p.,0,0,0
DE,Bremen,Male,60-64,2-Secondary,2pp.,0,0,0
DE,Bremen,Male,60-64,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,60-64,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,60-64,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,60-64,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,65-69,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,65-69,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,65-69,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,65-69,2-Secondary,1p.,0,0,0
DE,Bremen,Male,65-69,2-Secondary,2pp.,39615.526402336494,39615.526402336494,5.773560838186897e-4
DE,Bremen,Male,65-69,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,65-69,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,65-69,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,65-69,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,70-74,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,70-74,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,70-74,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,70-74,2-Secondary,1p.,0,0,0
DE,Bremen,Male,70-74,2-Secondary,2pp.,0,0,0
DE,Bremen,Male,70-74,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,70-74,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,70-74,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,70-74,3-GraduateOrMore,3pp.+,0,0,0
DE,Bremen,Male,75+,1-PrimaryOrLess,1p.,0,0,0
DE,Bremen,Male,75+,1-PrimaryOrLess,2pp.,0,0,0
DE,Bremen,Male,75+,1-PrimaryOrLess,3pp.+,0,0,0
DE,Bremen,Male,75+,2-Secondary,1p.,0,0,0
DE,Bremen,Male,75+,2-Secondary,2pp.,0,0,0
DE,Bremen,Male,75+,2-Secondary,3pp.+,0,0,0
DE,Bremen,Male,75+,3-GraduateOrMore,1p.,0,0,0
DE,Bremen,Male,75+,3-GraduateOrMore,2pp.,0,0,0
DE,Bremen,Male,75+,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Female,18-24,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,18-24,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,18-24,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,18-24,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,18-24,2-Secondary,2pp.,39501.97458010722,39501.97458010722,5.757011812755065e-4
DE,Hamburg,Female,18-24,2-Secondary,3pp.+,105306.14808849272,105306.14808849272,0.0015347302127182454
DE,Hamburg,Female,18-24,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,18-24,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Female,18-24,3-GraduateOrMore,3pp.+,24191.632596552015,24191.632596552015,3.525684883061924e-4
DE,Hamburg,Female,25-29,1-PrimaryOrLess,1p.,32902.086754192744,32902.086754192744,4.7951451572136937e-4
DE,Hamburg,Female,25-29,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,25-29,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,25-29,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,25-29,2-Secondary,2pp.,0,0,0
DE,Hamburg,Female,25-29,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Female,25-29,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,25-29,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Female,25-29,3-GraduateOrMore,3pp.+,24191.632596552015,24191.632596552015,3.525684883061924e-4
DE,Hamburg,Female,30-34,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,30-34,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,30-34,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,30-34,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,30-34,2-Secondary,2pp.,0,0,0
DE,Hamburg,Female,30-34,2-Secondary,3pp.+,72404.06133429997,72404.06133429997,0.001055215696996876
DE,Hamburg,Female,30-34,3-GraduateOrMore,1p.,24191.632596552015,24191.632596552015,3.525684883061924e-4
DE,Hamburg,Female,30-34,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Female,30-34,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Female,35-39,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,35-39,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,35-39,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,35-39,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,35-39,2-Secondary,2pp.,0,0,0
DE,Hamburg,Female,35-39,2-Secondary,3pp.+,34159.04651589976,34159.04651589976,4.978334283155495e-4
DE,Hamburg,Female,35-39,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,35-39,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Female,35-39,3-GraduateOrMore,3pp.+,22658.601528518884,22658.601528518884,3.302261166607209e-4
DE,Hamburg,Female,40-44,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,40-44,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,40-44,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,40-44,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,40-44,2-Secondary,2pp.,0,0,0
DE,Hamburg,Female,40-44,2-Secondary,3pp.+,34159.04651589976,34159.04651589976,4.978334283155495e-4
DE,Hamburg,Female,40-44,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,40-44,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Female,40-44,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Female,45-49,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,45-49,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,45-49,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,45-49,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,45-49,2-Secondary,2pp.,0,0,0
DE,Hamburg,Female,45-49,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Female,45-49,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,45-49,3-GraduateOrMore,2pp.,22658.601528518884,22658.601528518884,3.302261166607209e-4
DE,Hamburg,Female,45-49,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Female,50-54,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,50-54,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,50-54,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,50-54,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,50-54,2-Secondary,2pp.,0,0,0
DE,Hamburg,Female,50-54,2-Secondary,3pp.+,22658.601528518884,22658.601528518884,3.302261166607209e-4
DE,Hamburg,Female,50-54,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,50-54,3-GraduateOrMore,2pp.,22658.601528518884,22658.601528518884,3.302261166607209e-4
DE,Hamburg,Female,50-54,3-GraduateOrMore,3pp.+,22658.601528518884,22658.601528518884,3.302261166607209e-4
DE,Hamburg,Female,55-59,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,55-59,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,55-59,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,55-59,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,55-59,2-Secondary,2pp.,41862.95524892022,41862.955248920225,6.101100779054173e-4
DE,Hamburg,Female,55-59,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Female,55-59,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,55-59,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Female,55-59,3-GraduateOrMore,3pp.+,41862.95524892022,41862.955248920225,6.101100779054173e-4
DE,Hamburg,Female,60-64,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,60-64,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,60-64,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,60-64,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,60-64,2-Secondary,2pp.,0,0,0
DE,Hamburg,Female,60-64,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Female,60-64,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,60-64,3-GraduateOrMore,2pp.,20931.47762446011,20931.477624460113,3.0505503895270867e-4
DE,Hamburg,Female,60-64,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Female,65-69,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,65-69,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,65-69,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,65-69,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,65-69,2-Secondary,2pp.,0,0,0
DE,Hamburg,Female,65-69,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Female,65-69,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,65-69,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Female,65-69,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Female,70-74,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,70-74,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,70-74,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,70-74,2-Secondary,1p.,0,0,0
DE,Hamburg,Female,70-74,2-Secondary,2pp.,0,0,0
DE,Hamburg,Female,70-74,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Female,70-74,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,70-74,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Female,70-74,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Female,75+,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Female,75+,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Female,75+,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Female,75+,2-Secondary,1p.,58386.66259541835,58386.66259541835,8.50926339359351e-4
DE,Hamburg,Female,75+,2-Secondary,2pp.,0,0,0
DE,Hamburg,Female,75+,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Female,75+,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Female,75+,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Female,75+,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Male,18-24,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Male,18-24,1-PrimaryOrLess,2pp.,32448.33568572784,32448.335685727845,4.729015544986203e-4
DE,Hamburg,Male,18-24,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Male,18-24,2-Secondary,1p.,0,0,0
DE,Hamburg,Male,18-24,2-Secondary,2pp.,0,0,0
DE,Hamburg,Male,18-24,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Male,18-24,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Male,18-24,3-GraduateOrMore,2pp.,20902.22701396047,20902.22701396047,3.046287409968047e-4
DE,Hamburg,Male,18-24,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Male,25-29,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Male,25-29,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Male,25-29,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Male,25-29,2-Secondary,1p.,0,0,0
DE,Hamburg,Male,25-29,2-Secondary,2pp.,0,0,0
DE,Hamburg,Male,25-29,2-Secondary,3pp.+,67321.72928901686,67321.72928901688,9.811458664832058e-4
DE,Hamburg,Male,25-29,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Male,25-29,3-GraduateOrMore,2pp.,20902.22701396047,20902.22701396047,3.046287409968047e-4
DE,Hamburg,Male,25-29,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Male,30-34,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Male,30-34,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Male,30-34,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Male,30-34,2-Secondary,1p.,33660.86464450843,33660.86464450844,4.905729332416029e-4
DE,Hamburg,Male,30-34,2-Secondary,2pp.,0,0,0
DE,Hamburg,Male,30-34,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Male,30-34,3-GraduateOrMore,1p.,20902.22701396047,20902.22701396047,3.046287409968047e-4
DE,Hamburg,Male,30-34,3-GraduateOrMore,2pp.,20902.22701396047,20902.22701396047,3.046287409968047e-4
DE,Hamburg,Male,30-34,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Male,35-39,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Male,35-39,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Male,35-39,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Male,35-39,2-Secondary,1p.,38253.84594286747,38253.845942867476,5.575109733560125e-4
DE,Hamburg,Male,35-39,2-Secondary,2pp.,0,0,0
DE,Hamburg,Male,35-39,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Male,35-39,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Male,35-39,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Male,35-39,3-GraduateOrMore,3pp.+,24042.33988477122,24042.33988477122,3.503926985781693e-4
DE,Hamburg,Male,40-44,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Male,40-44,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Male,40-44,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Male,40-44,2-Secondary,1p.,0,0,0
DE,Hamburg,Male,40-44,2-Secondary,2pp.,0,0,0
DE,Hamburg,Male,40-44,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Male,40-44,3-GraduateOrMore,1p.,0,0,0
DE,Hamburg,Male,40-44,3-GraduateOrMore,2pp.,0,0,0
DE,Hamburg,Male,40-44,3-GraduateOrMore,3pp.+,0,0,0
DE,Hamburg,Male,45-49,1-PrimaryOrLess,1p.,0,0,0
DE,Hamburg,Male,45-49,1-PrimaryOrLess,2pp.,0,0,0
DE,Hamburg,Male,45-49,1-PrimaryOrLess,3pp.+,0,0,0
DE,Hamburg,Male,45-49,2-Secondary,1p.,0,0,0
DE,Hamburg,Male,45-49,2-Secondary,2pp.,0,0,0
DE,Hamburg,Male,45-49,2-Secondary,3pp.+,0,0,0
DE,Hamburg,Male,45-49,3-GraduateOrMore,1p.,0,0,0
